Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Team),Custom field (Vulnerability),Status Category,Status Category Changed
FR-5.3: Library Item Metadata,KAN-79,10290,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library","Each track entry SHALL display: title, genre, duration, date, and waveform.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000jj:,,,,To Do,26/Feb/26 10:14 AM
FR-5.2: Grid/List View Toggle,KAN-78,10289,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The library SHALL display tracks in list/grid view with toggle option.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000jb:,,,,To Do,26/Feb/26 10:14 AM
FR-5.1: Library Hub Access,KAN-77,10288,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library",The system SHALL provide a 'Library' page accessible from the sidebar.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000j3:,,,,To Do,26/Feb/26 10:14 AM
FR-4.5: Tiered Billing for Edits,KAN-76,10287,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",Editing operations SHALL deduct Gold credits proportional to complexity.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000iv:,,,,To Do,26/Feb/26 10:14 AM
FR-4.4: Editor History (Undo/Redo),KAN-75,10286,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL support undo/redo up to 20 operations.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000in:,,,,To Do,26/Feb/26 10:14 AM
FR-4.3: Interactive Waveform Zoom,KAN-74,10285,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL display a waveform editor with zoom and selection capabilities.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000if:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.9: Track Merging,KAN-73,10284,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL combine multiple tracks or sections into one.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000i7:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.8: Loop Point Creation,KAN-72,10283,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL create seamless loops from track sections.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000hz:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.7: Fade Processing,KAN-71,10282,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL apply fade-in and fade-out effects.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000hr:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.6: Key Transposition,KAN-70,10281,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL transpose tracks to a different musical key.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000hj:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.5: Tempo Adjustment (BPM),KAN-69,10280,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL support adjusting BPM without affecting pitch.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000hb:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.4: Stem Separation Logic,KAN-68,10279,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor","The system SHALL split a track into vocals, drums, bass, and melody.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000h3:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.3: Remixing Sections,KAN-67,10278,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL support re-generating sections with different parameters.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000gv:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.2: Track Trimming,KAN-66,10277,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor","The system SHALL support shortening tracks from start, end, or both.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000gn:,,,,To Do,26/Feb/26 10:14 AM
FR-4.2.1: Track Extension,KAN-65,10276,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL support extending tracks by appending AI sections.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000gf:,,,,To Do,26/Feb/26 10:14 AM
FR-4.1: Music Editor Access,KAN-64,10275,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Editor",The system SHALL provide a 'Music Edit' page accessible from the sidebar.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000g7:,,,,To Do,26/Feb/26 10:14 AM
FR-3.7: Speech Credit Deduction,KAN-63,10274,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",Speech generation SHALL deduct the appropriate Gold credits.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000fz:,,,,To Do,26/Feb/26 10:14 AM
FR-3.6: Speech Export Formats,KAN-62,10273,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Speech",Generated speech SHALL be downloadable in MP3 and WAV formats.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000fr:,,,,To Do,26/Feb/26 10:14 AM
FR-3.5: Advanced SSML Support,KAN-61,10272,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Speech",The system SHALL support SSML (Speech Synthesis Markup Language).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000fj:,,,,To Do,26/Feb/26 10:14 AM
FR-3.4: Prosody Controls,KAN-60,10271,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Speech","The system SHALL allow control over speech parameters: speed (0.5x-2.0x), pitch, and emphasis.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000fb:,,,,To Do,26/Feb/26 10:14 AM
FR-3.3: Global Voice Presets,KAN-59,10270,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Speech",The system SHALL provide a selection of min. 20 AI voices across genders and accents.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000f3:,,,,To Do,26/Feb/26 10:14 AM
FR-3.2: TTS Character Limit,KAN-58,10269,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Speech","The system SHALL accept text input (up to 5,000 characters) for speech synthesis.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000ev:,,,,To Do,26/Feb/26 10:14 AM
FR-3.1: Speech Creation Access,KAN-57,10268,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Speech",The system SHALL provide a dedicated 'Create Speech' page accessible from the sidebar.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000en:,,,,To Do,26/Feb/26 10:14 AM
FR-2.38: Session Empty State,KAN-56,10267,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL display 'No data yet' when no tracks have been generated in current session.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000ef:,,,,To Do,26/Feb/26 10:14 AM
FR-2.37: Public Link Sharing,KAN-55,10266,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Social",The system SHALL provide a 'Share' action with public link generation capability.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000e7:,,,,To Do,26/Feb/26 10:14 AM
FR-2.36: One-Click Regeneration,KAN-54,10265,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music",The system SHALL provide a 'Regenerate' action to create new variations with same parameters.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000dz:,,,,To Do,26/Feb/26 10:14 AM
FR-2.35: Persistent Save Action,KAN-53,10264,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library",The system SHALL provide a 'Save to Library' action for each generated track.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000dr:,,,,To Do,26/Feb/26 10:14 AM
FR-2.34: Lossless/Lossy Export,KAN-52,10263,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library","The system SHALL provide Download options in MP3, WAV, and FLAC formats.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000dj:,,,,To Do,26/Feb/26 10:14 AM
FR-2.33: Waveform Visualization,KAN-51,10262,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI","The system SHALL display generated tracks with title, duration, and waveform visualization.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000db:,,,,To Do,26/Feb/26 10:14 AM
FR-2.32: Side-by-Side Results View,KAN-50,10261,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",Generation results SHALL display on the right panel alongside the creation form.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000d3:,,,,To Do,26/Feb/26 10:14 AM
FR-2.31: Integrated Player Playback,KAN-49,10260,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Library",Generated tracks SHALL be playable directly in the browser with a built-in audio player.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000cv:,,,,To Do,26/Feb/26 10:14 AM
FR-2.30: Multi-Variation Output,KAN-48,10259,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music",The system SHALL generate 2 variations of the track per creation request.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000cn:,,,,To Do,26/Feb/26 10:14 AM
FR-2.29: Generation Progress Visualizer,KAN-47,10258,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL display a progress indicator during generation with estimated time remaining.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000cf:,,,,To Do,26/Feb/26 10:14 AM
FR-2.28: Real-time Credit Debit,KAN-46,10257,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Credits",The system SHALL deduct the appropriate Gold credits upon successful generation initiation.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000c7:,,,,To Do,26/Feb/26 10:14 AM
FR-2.27: Inline Input Validation,KAN-45,10256,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL validate all inputs and display validation errors inline.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000bz:,,,,To Do,26/Feb/26 10:14 AM
FR-2.26: Generation Call-to-Action,KAN-44,10255,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL provide a prominent 'Create' button to initiate music generation.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000br:,,,,To Do,26/Feb/26 10:14 AM
FR-2.25: Song Title Metadata,KAN-43,10254,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music",The system SHALL provide a Song Title input field (max 100 characters).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000bj:,,,,To Do,26/Feb/26 10:14 AM
FR-2.24: Browser Microphone Hum-to-Music,KAN-42,10253,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Reference",Users SHALL be able to hum or record a melody idea directly through the browser microphone.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000bb:,,,,To Do,26/Feb/26 10:14 AM
FR-2.23: Melody Sketch Tab,KAN-41,10252,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Reference",The system SHALL provide a '+ Melody Ideas' tab for generating or uploading melody sketches.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000b3:,,,,To Do,26/Feb/26 10:14 AM
FR-2.22: Vocal Synthesis Guidance,KAN-40,10251,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Reference",The system SHALL provide a '+ Vocal' tab for uploading vocal samples to guide synthesis.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000av:,,,,To Do,26/Feb/26 10:14 AM
FR-2.21: Reference Analysis Engine,KAN-39,10250,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Reference","Reference audio SHALL be analyzed to extract style, tempo, and tonal characteristics.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000an:,,,,To Do,26/Feb/26 10:14 AM
FR-2.20: Audio Reference Upload,KAN-38,10249,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Reference","The system SHALL allow users to upload Reference Audio files (MP3, WAV, FLAC; max 20MB).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000af:,,,,To Do,26/Feb/26 10:14 AM
